posting_item_id,posting_id,order_id,pickup_point_id,fulfilment_channel,handover_date,event_type,record_status,item_value,item_commission
I00092696,O0024383-B1,O0024383,P00509,warehouse,2026-02-07,handover,final,0.99,0.0544
I00179480,O0047388-B1,O0047388,P00614,warehouse,2026-02-05,handover,final,2.17,0.1194
I00206969,O0054570-B1,O0054570,P00028,warehouse,2026-02-28,handover,final,0.99,0.0544
I00061693,O0016248-B1,O0016248,P00471,warehouse,2026-02-08,handover,final,0.99,0.0544
I00016302,O0004292-B1,O0004292,P00825,cross_border,2026-02-15,handover,final,0.99,0.0544
I00138312,O0036449-B1,O0036449,P00318,warehouse,2026-02-19,handover,final,0.99,0.0544
I00081595,O0021533-B1,O0021533,P00667,warehouse,2026-02-22,handover,final,11.83,0.6507
I00196925,O0051941-B1,O0051941,P00377,warehouse,2026-02-14,handover,final,1.26,0.0693
I00224133,O0059146-B1,O0059146,P00766,warehouse,2026-02-28,handover,final,0.99,0.0544
I00223016,O0058845-B1,O0058845,P00621,warehouse,2026-02-23,handover,final,1.22,0.0671
I00014629,O0003852-B2,O0003852,P00434,warehouse,2026-02-15,handover,final,1.85,0.1018
I00202113,O0053297-B1,O0053297,P00034,warehouse,2026-02-15,handover,final,11.18,0.6149
I00173409,O0045740-B1,O0045740,P00716,retail,2026-02-19,handover,final,2.05,0.1128
I00032878,O0008670-B1,O0008670,P00656,warehouse,2026-02-13,handover,final,1.29,0.071
I00220787,O0058215-B1,O0058215,P00197,warehouse,2026-02-22,handover,final,2.73,0.1502
I00043081,O0011360-B1,O0011360,P00152,warehouse,2026-02-16,handover,final,0.99,0.0544
I00088540,O0023303-B1,O0023303,P00305,merchant_shipped,2026-02-04,handover,final,1.64,0.0902
I00014189,O0003732-B1,O0003732,P00627,warehouse,2026-02-07,handover,final,26.82,1.4751
R00171591,O0045253-B1,O0045253,P00576,warehouse,2026-02-11,handover_return,final,-2.15,-0.1182
I00198500,O0052351-B1,O0052351,P00560,warehouse,2026-02-23,handover,final,0.99,0.0544
I00008723,O0002285-B1,O0002285,P00693,warehouse,2026-02-13,handover,final,0.99,0.0544
I00143463,O0037802-B1,O0037802,P00666,warehouse,2026-02-24,handover,final,1.39,0.0764
I00026952,O0007123-B3,O0007123,P00588,warehouse,2026-02-17,handover,final,2.75,0.1512
I00219221,O0057799-B1,O0057799,P00556,warehouse,2026-02-12,handover,final,0.99,0.0544
I00132590,O0034928-B1,O0034928,P00292,warehouse,2026-02-09,handover,final,1.27,0.0698
I00221460,O0058405-B1,O0058405,P00395,warehouse,2026-02-27,handover,final,30.03,1.6516
I00046093,O0012160-B2,O0012160,P00542,warehouse,2026-02-20,handover,final,4.18,0.2299
I00146993,O0038756-B1,O0038756,P00499,warehouse,2026-02-21,handover,final,2.04,0.1122
I00199773,O0052689-B1,O0052689,P00001,warehouse,2026-02-19,handover,final,0.99,0.0544
I00101108,O0026572-B1,O0026572,P00728,warehouse,2026-02-17,handover,final,1.32,0.0726
I00111159,O0029229-B1,O0029229,P00162,warehouse,2026-02-22,handover,final,7.13,0.3922
I00151901,O0040075-B2,O0040075,P00509,warehouse,2026-02-25,handover,final,5.89,0.3239
I00067876,O0017863-B1,O0017863,P00673,warehouse,2026-02-11,handover,final,0.99,0.0544
I00063137,O0016605-B1,O0016605,P00032,warehouse,2026-02-26,handover,final,37.57,2.0664
I00028026,O0007400-B1,O0007400,P00485,warehouse,2026-02-04,handover,final,0.99,0.0544
I00117049,O0030806-B2,O0030806,P00422,warehouse,2026-02-12,handover,final,0.99,0.0544
I00168445,O0044402-B1,O0044402,P00220,warehouse,2026-02-26,handover,final,12.43,0.6836
I00020956,O0005534-B2,O0005534,P00360,warehouse,2026-02-08,handover,final,1.55,0.0853
I00161786,O0042694-B1,O0042694,P00592,warehouse,2026-02-07,handover,final,0.99,0.0544
I00007075,O0001840-B1,O0001840,P00324,cross_border,2026-02-17,handover,final,0.99,0.0544
I00044460,O0011732-B1,O0011732,P00543,warehouse,2026-02-25,handover,final,0.99,0.0544
I00095115,O0025024-B2,O0025024,P00250,warehouse,2026-02-26,handover,final,3.25,0.1788
I00209410,O0055171-B1,O0055171,P00767,warehouse,2026-02-16,handover,final,2.81,0.1546
I00058628,O0015444-B1,O0015444,P00063,merchant_shipped,2026-02-13,handover,final,26.35,1.4493
I00141825,O0037382-B1,O0037382,P00282,warehouse,2026-02-26,handover,final,0.99,0.0544
I00158143,O0041729-B2,O0041729,P00682,warehouse,2026-03-01,handover,final,0.99,0.0544
I00064792,O0017050-B1,O0017050,P00593,warehouse,2026-02-14,handover,final,15.2,0.836
I00068512,O0018039-B1,O0018039,P00676,warehouse,2026-02-14,handover,final,0.99,0.0544
I00068043,O0017919-B1,O0017919,P00106,warehouse,2026-02-23,handover,final,0.99,0.0544
I00061404,O0016174-B1,O0016174,P00634,warehouse,2026-02-09,handover,final,2.58,0.1419
I00191471,O0050497-B2,O0050497,P00186,warehouse,2026-02-09,handover,final,6.88,0.3784
I00208646,O0054990-B1,O0054990,P00466,warehouse,2026-02-04,handover,final,5.06,0.2783
I00149817,O0039531-B1,O0039531,P00558,warehouse,2026-02-03,handover,final,0.99,0.0544
I00015373,O0004035-B2,O0004035,P00519,cross_border,2026-02-22,handover,final,5.91,0.325
I00190914,O0050337-B1,O0050337,P00396,warehouse,2026-02-16,handover,final,1.54,0.0847
I00100509,O0026430-B1,O0026430,P00283,warehouse,2026-02-09,handover,final,4.81,0.2646
I00114591,O0030141-B1,O0030141,P00246,warehouse,2026-02-02,handover,final,1.87,0.1028
I00205134,O0054097-B1,O0054097,P00168,warehouse,2026-02-20,handover,final,0.99,0.0544
I00167511,O0044166-B2,O0044166,P00522,warehouse,2026-02-09,handover,final,0.99,0.0544
I00164486,O0043371-B2,O0043371,P00056,warehouse,2026-02-19,handover,final,0.99,0.0544
I00085478,O0022521-B1,O0022521,P00777,cross_border,2026-02-01,handover,final,1.5,0.0825
I00050786,O0013391-B1,O0013391,P00612,warehouse,2026-02-22,handover,final,3.12,0.1716
I00055381,O0014598-B1,O0014598,P00563,warehouse,2026-02-06,handover,final,1.28,0.0704
I00198101,O0052238-B2,O0052238,P00223,warehouse,2026-03-02,handover,final,2.58,0.1419
I00197355,O0052045-B2,O0052045,P00427,warehouse,2026-02-11,handover,final,0.99,0.0544
I00135410,O0035678-B1,O0035678,P00850,retail,2026-02-01,handover,final,14.46,0.7953
I00189461,O0049955-B1,O0049955,P00465,warehouse,2026-02-08,handover,final,39.91,2.195
I00075993,O0020048-B1,O0020048,P00310,warehouse,2026-02-23,handover,final,0.99,0.0544
I00196033,O0051712-B1,O0051712,P00438,warehouse,2026-02-09,handover,final,0.99,0.0544
I00084920,O0022377-B1,O0022377,P00787,warehouse,2026-02-07,handover,final,21.56,1.1858
I00079599,O0020994-B1,O0020994,P00711,warehouse,2026-02-22,handover,final,0.99,0.0544
I00041867,O0011042-B1,O0011042,P00511,warehouse,2026-02-22,handover,final,11.61,0.6385
I00077231,O0020357-B1,O0020357,P00753,warehouse,2026-02-21,handover,final,2.59,0.1424
I00025225,O0006660-B1,O0006660,P00289,warehouse,2026-02-26,handover,final,4.65,0.2558
R00157713,O0041630-B1,O0041630,P00519,warehouse,2026-02-05,handover_return,final,-2.08,-0.1144
I00089076,O0023440-B1,O0023440,P00849,warehouse,2026-02-14,handover,final,6.65,0.3658
I00175208,O0046213-B2,O0046213,P00328,warehouse,2026-02-04,handover,final,11.02,0.6061
I00161782,O0042692-B1,O0042692,P00080,warehouse,2026-02-12,handover,final,22.82,1.2551
I00207039,O0054591-B1,O0054591,P00525,warehouse,2026-02-13,handover,final,3.12,0.1716
I00017027,O0004486-B1,O0004486,P00728,warehouse,2026-02-09,handover,final,3.15,0.1732
I00087785,O0023111-B1,O0023111,P00293,warehouse,2026-02-03,handover,final,2.84,0.1562
I00038103,O0010082-B1,O0010082,P00534,warehouse,2026-02-06,handover,final,3.95,0.2172
I00140094,O0036929-B1,O0036929,P00771,warehouse,2026-02-24,handover,final,0.99,0.0544
I00027231,O0007197-B1,O0007197,P00694,warehouse,2026-02-06,handover,final,0.99,0.0544
I00039706,O0010487-B1,O0010487,P00409,warehouse,2026-02-12,handover,final,2.92,0.1606
I00215962,O0056936-B2,O0056936,P00333,warehouse,2026-02-16,handover,final,12.31,0.677
I00052359,O0013794-B2,O0013794,P00658,warehouse,2026-02-04,handover,final,3.52,0.1936
R00226626,O0059826-B1,O0059826,P00394,warehouse,2026-02-06,handover_return,final,-1.94,-0.1067
I00076497,O0020179-B1,O0020179,P00514,warehouse,2026-02-02,handover,final,1.83,0.1006
I00083514,O0022015-B2,O0022015,P00268,warehouse,2026-02-07,handover,final,103.35,2.5
I00083579,O0022036-B1,O0022036,P00483,cross_border,2026-02-24,handover,final,4.95,0.2722
I00007339,O0001914-B1,O0001914,P00477,retail,2026-02-18,handover,final,1.33,0.0732
I00120820,O0031798-B1,O0031798,P00240,warehouse,2026-02-13,handover,final,2.11,0.116
I00201719,O0053190-B1,O0053190,P00188,warehouse,2026-02-14,handover,final,1.37,0.0754
I00134024,O0035318-B1,O0035318,P00531,warehouse,2026-02-06,handover,final,7.9,0.4345
I00033227,O0008763-B1,O0008763,P00468,warehouse,2026-02-06,handover,final,0.99,0.0544
I00219683,O0057922-B3,O0057922,P00278,warehouse,2026-02-21,handover,final,7.13,0.3922
I00123592,O0032540-B1,O0032540,P00297,warehouse,2026-02-20,handover,final,14.49,0.797
I00156390,O0041271-B1,O0041271,P00552,warehouse,2026-02-22,handover,final,3.08,0.1694
I00084701,O0022319-B1,O0022319,P00222,warehouse,2026-02-02,handover,final,7.27,0.3998
I00165871,O0043726-B1,O0043726,P00177,warehouse,2026-02-15,handover,final,5.75,0.3162
I00143825,O0037912-B2,O0037912,P00295,warehouse,2026-02-14,handover,final,5.91,0.325
I00154138,O0040676-B1,O0040676,P00823,cross_border,2026-02-20,handover,final,14.54,0.7997
I00214470,O0056524-B1,O0056524,P00587,warehouse,2026-02-17,handover,final,9.6,0.528
R00034875,O0009219-B1,O0009219,P00713,warehouse,2026-02-15,handover_return,final,-3.18,-0.1749
I00087146,O0022949-B1,O0022949,P00839,warehouse,2026-02-02,handover,final,0.99,0.0544
I00052276,O0013771-B1,O0013771,P00656,warehouse,2026-02-15,handover,final,64.77,2.5
I00045071,O0011904-B1,O0011904,P00286,merchant_shipped,2026-02-08,handover,final,28.52,1.5686
I00193078,O0050919-B2,O0050919,P00150,warehouse,2026-02-16,handover,final,17.53,0.9642
I00162062,O0042765-B1,O0042765,P00759,warehouse,2026-02-07,handover,final,7.49,0.412
I00072473,O0019119-B1,O0019119,P00078,retail,2026-02-01,handover,final,8.14,0.4477
I00081788,O0021585-B2,O0021585,P00439,warehouse,2026-03-01,handover,final,6.25,0.3438
I00154662,O0040816-B1,O0040816,P00499,warehouse,2026-02-21,handover,final,0.99,0.0544
I00135256,O0035627-B1,O0035627,P00024,warehouse,2026-02-12,handover,final,0.99,0.0544
I00134454,O0035425-B1,O0035425,P00088,warehouse,2026-02-13,handover,final,44.79,2.4634
I00067484,O0017754-B1,O0017754,P00438,warehouse,2026-02-03,handover,final,3.56,0.1958
I00006375,O0001660-B1,O0001660,P00750,warehouse,2026-02-02,handover,final,2.0,0.11
I00147943,O0039018-B1,O0039018,P00657,warehouse,2026-02-22,handover,final,0.99,0.0544
I00224424,O0059222-B1,O0059222,P00554,warehouse,2026-02-12,handover,final,0.99,0.0544
I00020015,O0005284-B1,O0005284,P00705,merchant_shipped,2026-02-01,handover,final,2.28,0.1254
I00147849,O0038992-B1,O0038992,P00727,warehouse,2026-02-18,handover,final,8.82,0.4851
I00022507,O0005959-B1,O0005959,P00367,warehouse,2026-02-13,handover,final,2.23,0.1226
I00032283,O0008510-B1,O0008510,P00307,warehouse,2026-02-10,handover,final,2.17,0.1194
I00010527,O0002762-B1,O0002762,P00597,cross_border,2026-02-26,handover,final,31.56,1.7358
I00174173,O0045947-B2,O0045947,P00328,warehouse,2026-02-12,handover,final,9.2,0.506
I00087442,O0023030-B1,O0023030,P00174,retail,2026-02-16,handover,final,12.96,0.7128
I00145966,O0038474-B1,O0038474,P00449,warehouse,2026-02-08,handover,final,0.99,0.0544
I00001616,O0000435-B1,O0000435,P00803,warehouse,2026-02-12,handover,final,1.37,0.0754
I00186985,O0049303-B1,O0049303,P00810,warehouse,2026-02-20,handover,final,0.99,0.0544
I00041843,O0011036-B1,O0011036,P00581,warehouse,2026-02-06,handover,final,0.99,0.0544
I00153107,O0040403-B1,O0040403,P00502,warehouse,2026-02-23,handover,final,7.44,0.4092
I00211769,O0055802-B1,O0055802,P00611,warehouse,2026-02-08,handover,final,3.06,0.1683
I00048734,O0012850-B1,O0012850,P00688,warehouse,2026-02-23,handover,final,1.32,0.0726
I00048709,O0012840-B1,O0012840,P00557,warehouse,2026-02-09,handover,final,2.89,0.159
I00026558,O0007018-B2,O0007018,P00701,warehouse,2026-02-12,handover,final,0.99,0.0544
I00076717,O0020229-B1,O0020229,P00341,merchant_shipped,2026-02-13,handover,final,17.85,0.9818
I00144014,O0037958-B1,O0037958,P00723,warehouse,2026-02-01,handover,final,39.73,2.1851
I00116694,O0030700-B1,O0030700,P00340,warehouse,2026-02-01,handover,final,2.43,0.1337
I00224534,O0059255-B1,O0059255,P00432,warehouse,2026-02-05,handover,final,2.53,0.1392
I00008291,O0002171-B1,O0002171,P00087,warehouse,2026-02-08,handover,final,10.4,0.572
I00128603,O0033869-B1,O0033869,P00197,warehouse,2026-02-01,handover,final,0.99,0.0544
I00215200,O0056723-B1,O0056723,P00602,warehouse,2026-02-19,handover,final,0.99,0.0544
I00090968,O0023919-B1,O0023919,P00775,warehouse,2026-02-11,handover,final,0.99,0.0544
I00009995,O0002632-B3,O0002632,P00157,warehouse,2026-02-09,handover,final,0.99,0.0544
I00092960,O0024451-B1,O0024451,P00234,warehouse,2026-02-20,handover,final,3.63,0.1996
I00043221,O0011395-B1,O0011395,P00225,warehouse,2026-02-22,handover,final,3.47,0.1909
I00097581,O0025670-B1,O0025670,P00027,warehouse,2026-02-21,handover,final,8.68,0.4774
I00164831,O0043461-B1,O0043461,P00302,warehouse,2026-02-12,handover,final,0.99,0.0544
I00001137,O0000300-B2,O0000300,P00600,warehouse,2026-02-11,handover,final,2.62,0.1441
I00204711,O0053988-B1,O0053988,P00275,warehouse,2026-02-10,handover,final,2.63,0.1446
I00072191,O0019042-B1,O0019042,P00362,warehouse,2026-02-25,handover,final,4.68,0.2574
I00172443,O0045491-B1,O0045491,P00703,warehouse,2026-02-15,handover,final,2.26,0.1243
I00085220,O0022448-B1,O0022448,P00004,warehouse,2026-02-01,handover,final,1.03,0.0566
I00007355,O0001920-B1,O0001920,P00736,warehouse,2026-02-15,handover,final,7.66,0.4213
I00168496,O0044414-B1,O0044414,P00589,warehouse,2026-02-18,handover,final,0.99,0.0544
I00011951,O0003145-B1,O0003145,P00038,warehouse,2026-02-22,handover,final,9.68,0.5324
I00213609,O0056298-B1,O0056298,P00815,warehouse,2026-02-13,handover,final,2.05,0.1128
I00120593,O0031735-B2,O0031735,P00156,warehouse,2026-03-01,handover,final,0.99,0.0544
I00032852,O0008664-B2,O0008664,P00758,warehouse,2026-02-06,handover,final,1.01,0.0556
I00001974,O0000513-B1,O0000513,P00484,retail,2026-02-16,handover,final,18.47,1.0158
I00071870,O0018955-B1,O0018955,P00776,warehouse,2026-02-05,handover,final,2.17,0.1194
I00174791,O0046106-B1,O0046106,P00623,warehouse,2026-02-23,handover,final,0.99,0.0544
I00050537,O0013322-B1,O0013322,P00640,warehouse,2026-02-04,handover,final,1.48,0.0814
I00090962,O0023918-B1,O0023918,P00328,warehouse,2026-02-07,handover,final,0.99,0.0544
I00221234,O0058344-B1,O0058344,P00814,retail,2026-02-11,handover,final,2.7,0.1485
I00177536,O0046868-B1,O0046868,P00426,warehouse,2026-02-20,handover,final,0.99,0.0544
I00015729,O0004134-B1,O0004134,P00508,warehouse,2026-02-14,handover,final,1.53,0.0842
I00104340,O0027397-B1,O0027397,P00625,warehouse,2026-02-17,handover,final,3.28,0.1804
I00077750,O0020503-B1,O0020503,P00367,warehouse,2026-02-25,handover,final,0.99,0.0544
I00102204,O0026839-B1,O0026839,P00672,warehouse,2026-02-08,handover,final,2.83,0.1556
I00018006,O0004748-B1,O0004748,P00580,warehouse,2026-02-17,handover,final,0.99,0.0544
I00178088,O0047022-B2,O0047022,P00354,warehouse,2026-02-13,handover,final,0.99,0.0544
I00059869,O0015773-B2,O0015773,P00054,warehouse,2026-02-13,handover,final,3.26,0.1793
I00133265,O0035098-B1,O0035098,P00123,warehouse,2026-02-11,handover,final,2.86,0.1573
I00223435,O0058964-B1,O0058964,P00154,warehouse,2026-02-01,handover,final,5.88,0.3234
I00123364,O0032469-B4,O0032469,P00343,warehouse,2026-02-15,handover,final,0.99,0.0544
I00163383,O0043098-B1,O0043098,P00791,warehouse,2026-02-28,handover,final,0.99,0.0544
I00044010,O0011604-B1,O0011604,P00189,warehouse,2026-02-19,handover,final,1.97,0.1084
I00171350,O0045193-B1,O0045193,P00381,warehouse,2026-02-03,handover,final,0.99,0.0544
I00226703,O0059844-B1,O0059844,P00103,warehouse,2026-02-10,handover,final,0.99,0.0544
I00040093,O0010592-B1,O0010592,P00809,warehouse,2026-02-21,handover,final,0.99,0.0544
I00106602,O0028009-B1,O0028009,P00523,warehouse,2026-02-18,handover,final,30.46,1.6753
I00025384,O0006697-B1,O0006697,P00151,warehouse,2026-02-15,handover,final,1.45,0.0798
R00123580,O0032536-B1,O0032536,P00074,warehouse,2026-02-14,handover_return,final,-0.99,-0.0544
R00074093,O0019546-B1,O0019546,P00452,warehouse,2026-03-02,handover_return,final,-1.13,-0.0622
R00149406,O0039414-B1,O0039414,P00493,warehouse,2026-02-15,handover_return,final,-5.52,-0.3036
C00147800,O0038981-B1,O0038981,P00163,warehouse,2026-02-11,handover,corrected,2.25,0.1238
I00183378,O0048380-B1,O0048380,P00148,warehouse,2026-02-05,handover,final,0.99,0.0544
I00025548,O0006749-B1,O0006749,P00414,warehouse,2026-02-11,handover,final,1.87,0.1028
I00050076,O0013221-B3,O0013221,P00130,warehouse,2026-02-05,handover,final,0.99,0.0544
I00162442,O0042863-B1,O0042863,P00049,warehouse,2026-02-14,handover,final,5.39,0.2964
I00049067,O0012949-B1,O0012949,P00135,retail,2026-02-20,handover,final,5.39,0.2964
I00090114,O0023698-B1,O0023698,P00396,warehouse,2026-02-08,handover,final,1.2,0.066
I00067707,O0017812-B1,O0017812,P00381,warehouse,2026-02-07,handover,final,2.35,0.1292
I00156908,O0041401-B5,O0041401,P00562,warehouse,2026-02-06,handover,final,7.87,0.4328
C00224876,O0059351-B1,O0059351,P00040,warehouse,2026-02-24,handover,corrected,2.02,0.1111
I00167726,O0044223-B1,O0044223,P00686,warehouse,2026-02-22,handover,final,1.06,0.0583
I00135590,O0035722-B2,O0035722,P00242,cross_border,2026-02-16,handover,final,46.01,2.5
I00119927,O0031568-B1,O0031568,P00708,warehouse,2026-02-12,handover,final,0.99,0.0544
I00134255,O0035374-B2,O0035374,P00323,warehouse,2026-02-21,handover,final,0.99,0.0544
I00125855,O0033134-B1,O0033134,P00288,warehouse,2026-02-11,handover,final,1.45,0.0798
I00210486,O0055447-B2,O0055447,P00482,warehouse,2026-02-20,handover,final,0.99,0.0544
I00033907,O0008962-B1,O0008962,P00722,warehouse,2026-02-25,handover,final,0.99,0.0544
I00210465,O0055442-B1,O0055442,P00385,warehouse,2026-02-01,handover,final,7.3,0.4015
R00103215,O0027091-B1,O0027091,P00694,warehouse,2026-03-04,handover_return,final,-3.67,-0.2018
I00050150,O0013238-B1,O0013238,P00043,warehouse,2026-02-13,handover,final,0.99,0.0544
I00220472,O0058132-B1,O0058132,P00429,warehouse,2026-02-10,handover,final,26.92,1.4806
I00160146,O0042243-B2,O0042243,P00716,warehouse,2026-02-04,handover,final,0.99,0.0544
I00154596,O0040795-B1,O0040795,P00197,warehouse,2026-02-16,handover,final,62.91,2.5
I00062964,O0016567-B1,O0016567,P00798,warehouse,2026-02-12,handover,final,3.0,0.165
I00080929,O0021345-B2,O0021345,P00652,warehouse,2026-02-26,handover,final,1.57,0.0864
I00049919,O0013184-B3,O0013184,P00159,warehouse,2026-02-11,handover,final,1.45,0.0798
I00037470,O0009914-B1,O0009914,P00715,warehouse,2026-02-09,handover,final,2.34,0.1287
I00181596,O0047928-B1,O0047928,P00706,retail,2026-02-26,handover,final,0.99,0.0544
I00225353,O0059495-B1,O0059495,P00640,warehouse,2026-02-18,handover,final,5.95,0.3272
I00193521,O0051047-B1,O0051047,P00546,warehouse,2026-02-09,handover,final,4.34,0.2387
I00205646,O0054232-B1,O0054232,P00477,retail,2026-02-21,handover,final,0.99,0.0544
I00104493,O0027441-B1,O0027441,P00103,warehouse,2026-02-13,handover,final,0.99,0.0544
I00221649,O0058461-B1,O0058461,P00742,warehouse,2026-02-10,handover,final,3.82,0.2101
I00011686,O0003065-B1,O0003065,P00487,warehouse,2026-02-01,handover,final,1.09,0.06
I00121033,O0031852-B1,O0031852,P00749,warehouse,2026-02-15,handover,final,0.99,0.0544
I00057819,O0015256-B1,O0015256,P00778,warehouse,2026-02-06,handover,final,8.26,0.4543
I00181742,O0047966-B1,O0047966,P00027,retail,2026-02-07,handover,final,13.37,0.7353
I00183463,O0048399-B1,O0048399,P00048,warehouse,2026-02-02,handover,final,24.11,1.326
I00166093,O0043784-B1,O0043784,P00409,warehouse,2026-02-13,handover,final,1.43,0.0786
I00035116,O0009293-B1,O0009293,P00626,warehouse,2026-02-21,handover,final,6.45,0.3548
I00221220,O0058340-B2,O0058340,P00076,warehouse,2026-02-05,handover,final,0.99,0.0544
I00162192,O0042801-B1,O0042801,P00603,warehouse,2026-02-27,handover,final,9.14,0.5027
I00015372,O0004035-B2,O0004035,P00519,cross_border,2026-02-22,handover,final,19.23,1.0576
I00189206,O0049885-B1,O0049885,P00160,warehouse,2026-02-28,handover,final,0.99,0.0544
I00139696,O0036829-B2,O0036829,P00127,warehouse,2026-03-02,handover,final,0.99,0.0544
I00138782,O0036581-B1,O0036581,P00239,warehouse,2026-02-24,handover,final,9.98,0.5489
I00064959,O0017098-B1,O0017098,P00464,warehouse,2026-02-20,handover,final,0.99,0.0544
I00009802,O0002581-B1,O0002581,P00137,warehouse,2026-02-22,handover,final,1.42,0.0781
C00019698,O0005189-B1,O0005189,P00674,warehouse,2026-02-14,handover,corrected,1.07,0.0589
I00216837,O0057157-B1,O0057157,P00332,warehouse,2026-02-24,handover,final,0.99,0.0544
I00177467,O0046842-B2,O0046842,P00646,cross_border,2026-02-04,handover,final,5.71,0.314
I00146621,O0038665-B1,O0038665,P00547,warehouse,2026-02-11,handover,final,2.29,0.126
I00181384,O0047872-B1,O0047872,P00830,warehouse,2026-02-01,handover,final,4.27,0.2348
I00134265,O0035377-B1,O0035377,P00578,warehouse,2026-02-10,handover,final,2.9,0.1595
I00203362,O0053624-B1,O0053624,P00214,warehouse,2026-02-11,handover,final,9.2,0.506
I00157979,O0041693-B1,O0041693,P00045,warehouse,2026-02-02,handover,final,1.12,0.0616
I00194783,O0051374-B2,O0051374,P00323,warehouse,2026-03-03,handover,final,3.34,0.1837
I00128673,O0033891-B1,O0033891,P00717,warehouse,2026-02-17,handover,final,5.99,0.3294
I00100728,O0026478-B1,O0026478,P00036,warehouse,2026-02-03,handover,final,1.36,0.0748
I00220883,O0058246-B1,O0058246,P00170,warehouse,2026-02-19,handover,final,0.99,0.0544
I00001557,O0000415-B1,O0000415,P00119,warehouse,2026-02-14,handover,final,5.08,0.2794
I00210645,O0055496-B1,O0055496,P00692,merchant_shipped,2026-02-02,handover,final,22.76,1.2518
I00014047,O0003688-B1,O0003688,P00545,cross_border,2026-02-12,handover,final,4.1,0.2255
I00206918,O0054557-B1,O0054557,P00618,warehouse,2026-02-14,handover,final,0.99,0.0544
I00146875,O0038729-B1,O0038729,P00846,warehouse,2026-02-14,handover,final,1.7,0.0935
I00156926,O0041406-B1,O0041406,P00032,warehouse,2026-02-01,handover,final,1.06,0.0583
I00204094,O0053820-B1,O0053820,P00447,warehouse,2026-02-16,handover,final,7.35,0.4042
I00172151,O0045411-B1,O0045411,P00332,cross_border,2026-02-06,handover,final,17.76,0.9768
I00177284,O0046794-B1,O0046794,P00151,warehouse,2026-02-01,handover,final,0.99,0.0544
I00202927,O0053504-B1,O0053504,P00275,merchant_shipped,2026-02-23,handover,final,37.38,2.0559
I00007439,O0001939-B1,O0001939,P00459,warehouse,2026-02-25,handover,final,1.47,0.0808
I00208121,O0054864-B2,O0054864,P00294,warehouse,2026-02-22,handover,final,4.76,0.2618
I00144254,O0038007-B2,O0038007,P00104,warehouse,2026-02-12,handover,final,2.0,0.11
I00108292,O0028457-B1,O0028457,P00619,warehouse,2026-02-03,handover,final,0.99,0.0544
I00158953,O0041934-B1,O0041934,P00187,retail,2026-02-07,handover,final,1.51,0.083
I00120590,O0031735-B1,O0031735,P00156,warehouse,2026-02-28,handover,final,0.99,0.0544
I00149668,O0039491-B1,O0039491,P00351,warehouse,2026-02-07,handover,final,5.86,0.3223
I00105256,O0027653-B1,O0027653,P00845,warehouse,2026-02-25,handover,final,2.43,0.1337
I00149818,O0039531-B1,O0039531,P00558,warehouse,2026-02-03,handover,final,7.05,0.3878
I00120449,O0031702-B1,O0031702,P00757,warehouse,2026-02-18,handover,final,2.17,0.1194
I00207104,O0054604-B1,O0054604,P00629,warehouse,2026-02-26,handover,final,0.99,0.0544
I00095150,O0025034-B1,O0025034,P00164,warehouse,2026-02-13,handover,final,0.99,0.0544
I00032462,O0008557-B1,O0008557,P00712,warehouse,2026-02-06,handover,final,0.99,0.0544
I00053709,O0014144-B1,O0014144,P00319,warehouse,2026-02-21,handover,final,6.21,0.3416
I00039754,O0010502-B1,O0010502,P00072,warehouse,2026-02-26,handover,final,1.59,0.0874
R00069687,O0018363-B1,O0018363,P00202,warehouse,2026-02-08,handover_return,final,-3.17,-0.1744
I00006315,O0001648-B1,O0001648,P00181,warehouse,2026-02-19,handover,final,0.99,0.0544
I00076136,O0020081-B1,O0020081,P00079,warehouse,2026-02-05,handover,final,0.99,0.0544
I00173329,O0045720-B1,O0045720,P00546,warehouse,2026-02-28,handover,final,0.99,0.0544
I00062796,O0016531-B1,O0016531,P00695,warehouse,2026-02-16,handover,final,0.99,0.0544
I00057352,O0015126-B1,O0015126,P00690,warehouse,2026-02-16,handover,final,0.99,0.0544
I00067096,O0017648-B1,O0017648,P00109,warehouse,2026-02-15,handover,final,6.37,0.3504
I00087771,O0023106-B2,O0023106,P00664,warehouse,2026-03-02,handover,final,6.82,0.3751
I00130205,O0034298-B1,O0034298,P00712,warehouse,2026-02-06,handover,final,3.95,0.2172
I00122525,O0032228-B1,O0032228,P00212,warehouse,2026-02-03,handover,final,0.99,0.0544
I00189410,O0049940-B1,O0049940,P00629,cross_border,2026-02-13,handover,final,19.26,1.0593
I00219167,O0057785-B1,O0057785,P00402,warehouse,2026-02-09,handover,final,0.99,0.0544
I00093566,O0024618-B3,O0024618,P00293,warehouse,2026-02-02,handover,final,1.1,0.0605
I00172332,O0045464-B1,O0045464,P00247,warehouse,2026-02-22,handover,final,1.54,0.0847
I00006351,O0001657-B2,O0001657,P00642,warehouse,2026-02-19,handover,final,0.99,0.0544
I00109922,O0028889-B1,O0028889,P00662,warehouse,2026-02-01,handover,final,1.14,0.0627
I00062044,O0016336-B1,O0016336,P00199,warehouse,2026-02-25,handover,final,3.04,0.1672
I00217700,O0057377-B1,O0057377,P00218,warehouse,2026-02-14,handover,final,0.99,0.0544
I00118939,O0031311-B1,O0031311,P00745,warehouse,2026-02-02,handover,final,5.22,0.2871
